Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-0.59249017597344,1.2610627539375174,0.5424548822750641,1.4644058359626144,2.5932969063627933,-1.0771407208624877,-0.5608526798079787,-0.7969533821059042,2.004644158334771,-0.01948710541881854,-0.846231550094849,-0.9120059401270881,-0.03195442574710705,1.1477524282824834,-1.675379775004139,0.6980715163108535,0.6097862004902491,-0.14311887112441474,-0.6347018465927057,1.839645593777879,-0.019925881632531284,-0.16658262599436174,0.05570019617356353,0.12609876458985791,-0.7099869263481874,-0.16338443243735853,0.7325282637856578,0.08311815379838715,0.001943591384724613,-0.16601457043146617,1
0.677402798438456,-0.8185114103072151,-0.2997629672632467,0.6311695337366326,-1.284627427969597,-1.8657114449518768,-0.282948282518964,-0.559617470018882,1.35927282137605,1.2465914727902008,1.087662672683278,0.618399738690609,-0.8247573769564691,-0.6402474219772585,0.3709544334476054,-0.0375754115165194,-0.38091527507393985,-0.8865932682575315,0.24190156583064168,-0.49580190551425624,0.1703365175379815,0.2713970375273501,-1.2211285802307288,0.12447974760313016,-0.010416219682978695,-0.8547412752542107,0.0724812634520598,0.06070886136927116,0.050121839816849006,0.5631707707888184,1
-0.5501909568878824,2.0082492395886886,0.8273229038665304,2.252646174888607,-1.2694302297024818,0.8526327504429728,-0.226924292465555,-0.8189939921192253,-0.6377534547598392,-0.9505148058357411,-0.6319378353178844,-0.07789754659750203,0.42186560811438967,-0.2381810839023917,-0.0005024533385973862,0.18552414450114202,-0.08962224816157545,0.7698807282365698,-0.6127600826947557,0.1983275993788241,-0.4967351995946867,-0.10259631511061908,0.9025520400292776,-0.322640509027744,-0.06048540521099069,-0.2855917770668775,0.22331888450879334,-0.12318525192525705,-0.021881624766102115,-0.09878443614920106,1
-1.2013697266796357,-16.474169448110793,10.72260046671272,-8.814063503403325,1.2333378909317667,-12.131948069536671,-2.2899390096154084,-13.771981932416253,5.299766005685574,-8.012049105999067,-10.060675578088963,2.0557463049074727,-4.058171787470679,1.8634387810635915,-15.598655351652413,0.3708426391819112,-0.06480417944632078,-1.6081738402582206,0.1009020894228061,1.9232604862690472,0.7031673432343304,-5.461466207914223,-1.6565199587608128,0.25778419198174274,-0.1033635865863104,-0.29450465923167385,-0.026473084944247632,-1.0393698749101161,0.16208156611569857,-0.3767104369111424,1
0.6033576447728772,1.7466395204295553,0.2733475590554669,-1.7759965547491323,-0.18345450836366645,-0.4868757281094742,-0.6962862482935442,0.06452459887057763,-0.236825514967418,-0.35044023050919226,0.22265426013168263,0.525938644170562,-0.05426837213955649,-0.3632796014088088,1.0745396976880548,-0.26851295240876916,-0.024841208329698827,-0.09518316302686214,-0.6974501531082234,0.009777137900387894,-0.12288857482446677,0.35089967348103024,-0.7123012476045533,-0.11045459834444991,-0.019930551208817926,0.1459875426401357,0.0013674887018679666,-0.06245409553767271,-0.021192822624718614,-0.36976642462107356,1
-0.9252940427785208,-14.60507930145064,6.396941503016945,-2.8589252589546863,-3.395497323896403,-1.715473319144655,-8.454827384043508,-11.424886983620112,10.008477301391391,-1.9790729677385386,-5.001211418997968,2.0355430075108285,-5.101932724558065,0.5757278841019158,-5.4035061929435235,0.7994038373218599,-2.0189050679111524,-1.4110043388247764,0.9245476104278538,-1.0440584531004213,1.312568129391979,0.16683274990870078,-0.06931799019658741,-0.3002580293901966,-0.12893162544335834,1.6457915807793762,0.6122973353009671,-0.19540032402034924,0.2678923780097271,-0.3408710764516712,1
-0.18634752637886304,0.9751622499129744,-3.6412560845077664,1.8876711084363285,0.2688756640804778,0.2118346344133907,-0.4379939507578612,-0.1555015028929625,1.4835744687943928,-0.4006465007945863,-0.6265463450737473,0.9084982216433528,-3.6805100191617766,0.529510186554675,-1.6382365412253321,0.093503552267928,0.2536800692212361,0.2540519980140717,0.2034226512958516,0.5802109659626706,0.3332031784470445,0.2770296135316028,-0.46655993935711854,0.09783562956414044,0.4805732407709355,-0.07366349077732934,0.8833900702716742,0.029822354840870195,-0.655750824128017,-0.4249636189435304,1
0.6710070511878199,1.9731856470058553,-0.4767530864684483,0.25575259630819486,-1.9737479130252833,-0.5198222953102956,0.457188356986428,-1.2506292123954168,0.367035900501125,2.4343516749744682,-1.1609401386882887,0.6408024265515709,0.4862746729895432,-0.24357609732084687,-0.06043741755060994,-1.1109151810243187,1.017441003316835,0.5617980972140229,1.6554324301011913,-1.3572806624613882,-0.2796027721471043,-0.02623936768345117,-1.1484187136147184,-0.10259054143126595,0.8599113003297939,0.1852099608263979,-0.27555894589808805,-0.05344210789789119,0.03509726202783722,-0.2233994001235482,1
0.7166387182816423,1.9533704764481832,-1.0600107281781588,-0.005684598005711472,0.474617782836631,-0.025823610474167147,4.264043329047264,-0.2703480010400762,0.2177403949983719,0.21289792596277513,0.889685019924537,0.16051705421220713,0.14451612101903605,0.7078851022179508,0.589713144542103,-1.3118736589320363,-0.05383428415872496,0.9857786505985429,0.07050620242799069,-0.09244320068662437,-0.40145005126547917,-0.16899699505154953,1.2264703633046343,0.5879935297391664,0.02135140741176876,-0.12000165626436833,0.4456712018989021,0.21776663399145954,0.02725250369205509,-0.3238139644664984,1
0.8828141728668605,-2.650837119422992,-4.40993614465023,-0.8090290096955276,-2.2939568639822414,-1.217901753933429,-0.43512370473543605,-0.8961134421902,0.2861488304474154,-1.6788761842508575,-3.2246939595808346,-0.0173649830095986,-3.0107697922274026,-1.5087007950929239,-11.176149874887129,0.6424601736072292,-1.0577520412318726,-0.4497657074905161,-2.4679007403000375,2.030958890591877,-0.29539178283257855,1.282032860639305,-0.380218085882145,-0.14762266674137636,0.16184490034810126,0.6785403384595879,-0.14628209525095215,0.8848032921343753,0.003136480348636596,0.13897858319253703,1
